Abeillia abeillei_Zielaczek
Emberiza cabanisi_Trznadel szaroboczny
Emberiza caesia_Trznadel modrogłowy
Emberiza calandra_Potrzeszcz
Emberiza capensis_Trznadel maskowy
Emberiza chrysophrys_Trznadel złotobrewy
Emberiza cia_Głuszek
Emberiza cineracea_Trznadel popielaty
Emberiza cioides_Trznadel łąkowy
Emberiza cirlus_Cierlik
Emberiza citrinella_Trznadel (zwyczajny)
Emberiza elegans_Trznadel żółtogardły
Emberiza flaviventris_Trznadel złotobrzuchy
Emberiza fucata_Trznadel rdzawouchy
Emberiza godlewskii_Trznadel Godlewskiego
Emberiza goslingi_Trznadel szarogardły
Emberiza hortulana_Ortolan
Emberiza impetuani_Trznadel skowronkowaty
Emberiza lathami_Trznadel rudoskrzydły
Emberiza leucocephalos_Trznadel białogłowy
Emberiza melanocephala_Trznadel czarnogłowy
Emberiza pallasi_Potrzos popielaty
Emberiza pusilla_Trznadelek
Emberiza rustica_Trznadel czubaty
Emberiza sahari_Trznadel saharyjski
Emberiza schoeniclus_Potrzos (zwyczajny)
Emberiza spodocephala_Trznadel szarogłowy
Emberiza stewarti_Trznadel srebrnogłowy
Emberiza striolata_Trznadel smużkowany
Emberiza sulphurata_Trznadel żółty
Emberiza tahapisi_Trznadel cynamonowy
Emberiza tristrami_Trznadel amurski
Emberiza variabilis_Trznadel szary
Emberiza yessoensis_Trznadel mandżurski
Emberizoides herbicola_Trznadlówka ostrosterna
Emberizoides ypiranganus_Trznadlówka mała
Embernagra longicauda_Pampasówka szarogłowa
Embernagra platensis_Pampasówka szarolica
Eminia lepida_Wilgowiec rdzawogardły
Empidonax affinis_Empidonka sosnowa
Empidonax albigularis_Empidonka białogardła
Empidonax alnorum_Empidonka olchowa
Empidonax atriceps_Empidonka czarnogłowa
Empidonax difficilis_Empidonka stokowa
Empidonax flavescens_Empidonka żółtawa
Empidonax flaviventris_Empidonka żółtobrzucha
Empidonax fulvifrons_Empidonka płowa
Empidonax hammondii_Empidonka jodłowa
Empidonax minimus_Empidonka mała
Empidonax oberholseri_Empidonka ciemna
Empidonax occidentalis_Empidonka kordylierska
Empidonax traillii_Empidonka wierzbowa
Empidonax virescens_Empidonka grądowa
Empidonax wrightii_Empidonka zielna
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Empidonomus varius_Bentewi zmienny
Enicognathus ferrugineus_Krasnogonka krótkodzioba
Enicognathus leptorhynchus_Krasnogonka długodzioba
Enicurus leschenaulti_Widłogon białoczuby
Enicurus maculatus_Widłogon plamisty
Enicurus ruficapillus_Widłogon łuskowany
Enicurus schistaceus_Widłogon maskowy
Entomodestes coracinus_Białoliczka czarna
Entomodestes leucotis_Białoliczka rdzawa
Entomyzon cyanotis_Słodnik (modrolicy)
Eolophus roseicapilla_Kakadu różowa
Eophona migratoria_Grubodziób chiński
Eophona personata_Grubodziób japoński
Eopsaltria australis_Gwizdacz żółty
Epimachus fastosus_Długoogon większy
Epimachus meyeri_Długoogon mniejszy
Epinecrophylla amazonica_Gardlinek amazoński
Epinecrophylla erythrura_Gardlinek rudosterny
Epinecrophylla fulviventris_Gardlinek brunatny
Epinecrophylla gutturalis_Gardlinek płowy
Epinecrophylla haematonota_Gardlinek rudogrzbiety
Epinecrophylla leucophthalma_Gardlinek białooki
Epinecrophylla ornata_Gardlinek ozdobny
Epinecrophylla spodionota_Gardlinek stokowy
Eremomela gregalis_Popielatka pustynna
Eremomela icteropygialis_Popielatka żółtobrzucha
Eremomela pusilla_Popielatka białogardła
Eremophila alpestris_Górniczek (zwyczajny)
Eremopterix griseus_Pustynka szarawa
Eremopterix hova_Pustynka madagaskarska
Eremopterix leucotis_Pustynka białoucha
Eremopterix nigriceps_Pustynka białoczelna
Erithacus rubecula_Rudzik
Erpornis zantholeuca_Czupurniczek
Erythropitta arquata_Kurtaczek modropręgi
Erythropitta erythrogaster_Kurtaczek czerwonobrzuchy
Erythropitta granatina_Kurtaczek granatowy
Erythropitta macklotii_Kurtaczek ciemnolicy
Erythropitta rufiventris_Kurtaczek molucki
Erythropitta ussheri_Kurtaczek mały
Esacus magnirostris_Kulon plażowy
Esacus recurvirostris_Kulon wielkodzioby
Estrilda astrild_Astryld falisty
Estrilda nonnula_Astryld białobrzuchy
Estrilda troglodytes_Astryld czarnorzytny
Eubucco bourcierii_Brodacz czerwonogłowy
Eubucco richardsoni_Brodacz żółtogardły
Euchrepomis callinota_Mrówkowiec rdzaworzytny
Euchrepomis humeralis_Mrówkowiec białobrzuchy
Euchrepomis spodioptila_Mrówkowiec rdzawogrzbiety
Eucometis penicillata_Szczotkogłówka
Eudocimus albus_Ibis biały
Eudromia elegans_Kusacz pampasowy
Eudynamys melanorhynchus_Kukiel czarnodzioby
Eudynamys orientalis_Kukiel pacyficzny
Eudynamys scolopaceus_Kukiel wielki
Eudyptula minor_Pingwin mały
Eugenes fulgens_Ametyścik cienkodzioby
Eugenes spectabilis_Ametyścik wspaniały
Eugralla paradoxa_Krytonosek południowy
Eumomota superciliosa_Piłodziób czarnogardły
Eumyias albicaudatus_Modrówka turkusowa
Eumyias indigo_Modrówka indygowa
Eumyias panayensis_Modrówka lazurowa
Eumyias thalassinus_Modrówka seledynowa
Euodice cantans_Srebrnodziobek afrykański
Euodice malabarica_Srebrnodziobek indyjski
Eupetes macrocerus_Długobieg
Eupetomena macroura_Śmigacz
Euphagus carolinus_Kacykarzyk karoliński
Euphagus cyanocephalus_Kacykarzyk purpurowy
Eupherusa eximia_Diamencik pręgosterny
Euphonia affinis_Organka zaroślowa
Euphonia anneae_Organka rudołbista
Euphonia cayennensis_Organka złotoboczna
Euphonia chalybea_Organka stalowa
Euphonia chlorotica_Organka purpurowogłowa
Euphonia chrysopasta_Organka białolica
Euphonia concinna_Organka czarnoczelna
Euphonia cyanocephala_Organka ciemnolica
Euphonia elegantissima_Organka modrołbista
Euphonia finschi_Organka gujańska
Euphonia fulvicrissa_Organka rudorzytna
Euphonia gouldi_Organka zielonkawa
Euphonia hirundinacea_Organka żółtogardła
Euphonia imitans_Organka plamkogłowa
Euphonia laniirostris_Organka grubodzioba
Euphonia luteicapilla_Organka żółtołbista
Euphonia mesochrysa_Organka oliwkowa
Euphonia minuta_Organka białorzytna
Euphonia musica_Organka śpiewna
Euphonia pectoralis_Organka kasztanowata
Euphonia plumbea_Organka szara
Euphonia rufiventris_Organka rdzawobrzucha
Euphonia trinitatis_Organka żółtobrzucha
Euphonia violacea_Organka fioletowa
Euphonia xanthogaster_Organka złotoczelna
Euplectes afer_Wikłacz słoneczny
Euplectes capensis_Wikłacz przylądkowy
Euplectes franciscanus_Wikłacz płomienisty
Euplectes hordeaceus_Wikłacz czarnoskrzydły
Euplectes orix_Wikłacz ognisty
Euplectes progne_Wikłacz olbrzymi
Eupodotis afraoides_White-quilled Bustard
Eupodotis ruficrista_Red-crested Bustard
Eupodotis senegalensis_Dropik senegalski
Eupodotis vigorsii_Dropik szaroszyi
Eupsittula aurea_Konura brazylijska
Eupsittula cactorum_Konura kaktusowa
Eupsittula canicularis_Konura pomarańczowoczelna
Eupsittula nana_Konura oliwkowa
Eupsittula pertinax_Konura brązowogardła
Euptilotis neoxenus_Kwezal ciemny
Eurillas curvirostris_Brązownik krzywodzioby
Eurillas latirostris_Brązownik wąsaty
Eurillas virens_Brązownik zielony
Eurocephalus ruppelli_Białoczub białorzytny
Eurostopodus mystacalis_Rogatnik białogardły
Eurylaimus javanicus_Szerokodziób purpurowy
Eurylaimus ochromalus_Szerokodziób obrożny
Eurypyga helias_Słonecznica
Eurystomus glaucurus_Kraskówka afrykańska
Eurystomus orientalis_Kraskówka azjatycka
Euscarthmus meloryphus_Rdzawik jasnobrzuchy
Euscarthmus rufomarginatus_Rdzawik białogardły
Eutoxeres aquila_Orłodziobek ciemnosterny
Falcipennis canadensis_Borowiak kanadyjski
Falco amurensis_Kobczyk amurski
Falco columbarius_Drzemlik
Falco deiroleucus_Sokół rudogardły
Falco eleonorae_Sokół skalny
Falco femoralis_Sokół rdzawobrewy
Falco mexicanus_Sokół preriowy
Falco naumanni_Pustułeczka
Falco peregrinus_Sokół wędrowny
Falco rufigularis_Sokół białogardły
Falco sparverius_Pustułka amerykańska
Falco subbuteo_Kobuz
Falco tinnunculus_Pustułka (zwyczajna)
Falco vespertinus_Kobczyk (zwyczajny)
Falculea palliata_Wanga sierpodzioba
Falcunculus frontatus_Czubiec żółtobrzuchy
Ferminia cerverai_Strzyżyk kubański
Ficedula albicilla_Muchołówka rdzawogardła
Ficedula albicollis_Muchołówka białoszyja
Ficedula basilanica_Muchołówka białopióra
Ficedula dumetoria_Muchołówka białoskrzydła
Ficedula elisae_Muchołówka zielonawa
Ficedula erithacus_Muchołówka rdzawobrzucha
Ficedula henrici_Muchołówka diademowa
Ficedula hyperythra_Muchołówka białobrewa
Ficedula hypoleuca_Muchołówka żałobna
Ficedula mugimaki_Muchołówka syberyjska
Ficedula narcissina_Muchołówka złotobrewa
Ficedula nigrorufa_Muchołówka czarnogłowa
Ficedula parva_Muchołówka mała
Ficedula ruficauda_Muchołówka rudosterna
Ficedula semitorquata_Muchołówka półobrożna
Ficedula speculigera_Muchołówka atlasowa
Ficedula strophiata_Muchołówka tarczowa
Ficedula superciliaris_Muchołówka granatowa
Ficedula tricolor_Muchołowka trójbarwna
Ficedula westermanni_Muchołówka srokata
Ficedula zanthopygia_Muchołówka żółtorzytna
Florisuga fusca_Nektareczek czarny
Florisuga mellivora_Nektareczek błękitny
Fluvicola albiventer_Wodopławik czarnogrzbiety
Fluvicola nengeta_Wodopławik białorzytkowy
Fluvicola pica_Wodopławik srokaty
Formicarius analis_Mrówkowód czarnolicy
Formicarius colma_Mrówkowód rudogłowy
Formicarius moniliger_Mrówkowód meksykański
Formicarius nigricapillus_Mrówkowód czarnogłowy
Formicarius rufifrons_Mrówkowód rudoczelny
Formicarius rufipectus_Mrówkowód rdzawopierśny
Formicivora erythronotos_Mrówkodławik czarnogłowy
Formicivora grantsaui_Mrówkodławik skalny
Formicivora grisea_Mrówkodławik białowstęgi
Formicivora iheringi_Mrówkodławik cienkodzioby
Formicivora intermedia_Mrówkodławik północny
Formicivora melanogaster_Mrówkodławik czarnobrzuchy
Formicivora rufa_Mrówkodławik rdzawogrzbiety
Formicivora serrana_Mrówkodławik górski
Forpus coelestis_Wróbliczka zielonolica
Forpus conspicillatus_Wróbliczka modrobrewa
Forpus cyanopygius_Wróbliczka turkusowa
Forpus modestus_Wróbliczka amazońska
Forpus passerinus_Wróbliczka zielonorzytna
Forpus xanthopterygius_Wróbliczka niebieskoskrzydła
Foudia madagascariensis_Wikłacz czerwony
Foudia rubra_Wikłacz maurytyjski
Foulehaio carunculatus_Atolowiec koralowy
Foulehaio procerior_Atolowiec czarnowąsy
Francolinus francolinus_Frankolin obrożny
Francolinus gularis_Frankolin bagienny
Francolinus pictus_Frankolin malowany
Francolinus pintadeanus_Frankolin chiński
Francolinus pondicerianus_Frankolin indyjski
Fraseria caerulescens_Ashy Flycatcher
Fraseria griseigularis_Gray-throated Tit-Flycatcher
Fraseria ocreata_Mucharka łuskowana
Fraseria plumbea_Gray Tit-Flycatcher
Fratercula arctica_Maskonur (zwyczajny)
Frederickena fulva_Mrówkodzierzb czubaty
Frederickena viridis_Mrówkodzierzb czarnogardły
Fregata magnificens_Fregata wielka
Fregata minor_Fregata średnia
Fringilla coelebs_Zięba (zwyczajna)
Fringilla montifringilla_Jer
Fringilla teydea_Zięba modra
Fulica alai_Łyska hawajska
Fulica americana_Łyska amerykańska
Fulica ardesiaca_Łyska andyjska
Fulica armillata_Łyska żółtodzioba
Fulica atra_Łyska (zwyczajna)
Fulica cristata_Łyska czubata
Fulica gigantea_Łyska wielka
Fulica rufifrons_Łyska czerwonoczelna
Fulmarus glacialis_Fulmar (zwyczajny)
Fulvetta formosana_Cynamonek czarnolicy
Fulvetta ludlowi_Cynamonek brązowogłowy
Fulvetta vinipectus_Cynamonek białobrewy
Furnarius cinnamomeus_Garncarz cynamonowy
Furnarius cristatus_Garncarz czubaty
Furnarius figulus_Garncarz brazylijski
Furnarius leucopus_Garncarz jasnonogi
Furnarius longirostris_Garncarz ochrowy
Furnarius minor_Garncarz mały
Furnarius rufus_Garncarz rdzawy
Galbalcyrhynchus leucotis_Złotopiór białouchy
Galbalcyrhynchus purusianus_Złotopiór kasztanowaty
Galbula albirostris_Złotopiór żółtodzioby
Galbula chalcothorax_Złotopiór purpurowy
Galbula cyanescens_Złotopiór modroczelny
Galbula cyanicollis_Złotopiór niebieskoszyi
Galbula dea_Złotopiór wspaniały
Galbula galbula_Złotopiór zielony
Galbula leucogastra_Złotopiór białobrzuchy
Galbula pastazae_Złotopiór lśniący
Galbula ruficauda_Złotopiór rudosterny
Galbula tombacea_Złotopiór białobrody
Galerida cristata_Dzierlatka (zwyczajna)
Galerida deva_Dzierlatka dekańska
Galerida magnirostris_Dzierlatka wielkodzioba
Galerida malabarica_Dzierlatka malabarska
Galerida theklae_Dzierlatka iberyjska
Gallicrex cinerea_Kokosznik
Gallinago delicata_Bekas amerykański
Gallinago gallinago_(bekas) kszyk
Gallinago hardwickii_Bekas japoński
Gallinago imperialis_Bekas kasztanowaty
Gallinago jamesoni_Bekas andyjski
Gallinago media_(bekas) dubelt
Gallinago megala_Bekas leśny
Gallinago nobilis_Bekas długodzioby
Gallinago paraguaiae_Bekas jasnolicy
Gallinago stenura_Bekas syberyjski
Gallinago undulata_Bekas wielki
Gallinula chloropus_Kokoszka (zwyczajna)
Gallinula galeata_Kokoszka amerykańska
Gallinula tenebrosa_Kokoszka ciemna
Gallirallus australis_Weka
Gallirallus okinawae_Okinawa Rail
Gallirallus philippensis_Buff-banded Rail
Gallirallus torquatus_Barred Rail
Galloperdix bicalcarata_Kuropatwiak cejloński
Galloperdix spadicea_Kuropatwiak rdzawy
Gallus gallus_(kur) bankiwa
Gallus lafayettii_Kur cejloński
Gallus sonneratii_Kur siwy
Gallus varius_Kur zielony
Gampsonyx swainsonii_Jaszczurnik
Gampsorhynchus rufulus_Dzierzbodżunglak białogłowy
Gampsorhynchus torquatus_Dzierzbodżunglak obrożny
Garrulax calvus_Bare-headed Laughingthrush
Garrulax canorus_Sójkowiec białooki
Garrulax leucolophus_Sójkowiec białoczuby
Garrulax lugubris_Black Laughingthrush
Garrulax milleti_Sójkowiec kapturowy
Garrulax monileger_Sójkowiec naszyjnikowy
Garrulax palliatus_Sójkowiec szarogłowy
Garrulax perspicillatus_Masked Laughingthrush
Garrulax taewanus_Sójkowiec smugowany
Garrulus glandarius_Sójka (zwyczajna)
Garrulus lanceolatus_Sójka czarnogłowa
Garrulus lidthi_Sójka wspaniała
Gavia arctica_Nur czarnoszyi
Gavia immer_(nur) lodowiec
Gavia pacifica_Nur pacyficzny
Gavia stellata_Nur rdzawoszyi
Gavicalis virescens_Złotouch żółtoskrzydły
Gecinulus grantia_Bambusowiec rdzawogrzbiety
Gecinulus viridis_Bambusowiec zielony
Gelochelidon nilotica_Rybitwa krótkodzioba
Geocerthia serrana_Piaskownik kreskowany
Geococcyx californianus_Kukawka kalifornijska
Geococcyx velox_Kukawka meksykańska
Geoffroyus geoffroyi_Śpiewaczka krasnogłowa
Geoffroyus heteroclitus_Śpiewaczka żółtogłowa
Geokichla citrina_Drozdaczek ognistogłowy
Geokichla gurneyi_Drozdaczek pomarańczowogardły
Geokichla peronii_Drozdaczek białogardły
Geokichla piaggiae_Drozdaczek okularowy
Geokichla sibirica_Drozdaczek ciemny
Geokichla spiloptera_Drozdaczek plamoskrzydły
Geopelia humeralis_Gołąbek duży
Geopelia placida_Gołąbek łuskowany
Geopelia striata_Gołąbek zebrowany
Geositta antarctica_Dróżniczek krótkodzioby
Geositta cunicularia_Dróżniczek białobrzuchy
Geositta poeciloptera_Dróżniczek kusy
Geositta punensis_Dróżniczek andyjski
Geositta rufipennis_Dróżniczek rdzawosterny
Geositta tenuirostris_Dróżniczek cienkodzioby
Geospizopsis plebejus_Andochruściak mniejszy
Geospizopsis unicolor_Andochruściak większy
Geothlypis aequinoctialis_Cytrynka szarogłowa
Geothlypis auricularis_Cytrynka czarnokantarowa
Geothlypis beldingi_Cytrynka maskowa
Geothlypis chiriquensis_Cytrynka kraterowa
Geothlypis formosa_Cytrynka czarnouzda
Geothlypis nelsoni_Cytrynka szarobrewa
Geothlypis philadelphia_Cytrynka czarnopierśna
Geothlypis poliocephala_Cytrynka siwogłowa
Geothlypis rostrata_Cytrynka bahamska
Geothlypis semiflava_Cytrynka oliwkowogłowa
Geothlypis speciosa_Cytrynka czarnoczelna
Geothlypis tolmiei_Cytrynka uboga
Geothlypis trichas_Cytrynka czarnolica
Geothlypis velata_Cytrynka brazylijska
Geotrygon chrysia_Błyskotek zielonogłowy
Geotrygon montana_Błyskotek rdzawy
Geranoaetus albicaudatus_Aguja białosterna
Geranoaetus melanoleucus_Aguja wielka
Geranoaetus polyosoma_Aguja rdzawogrzbieta
Geranospiza caerulescens_Jastrzębiec
Geronticus eremita_Ibis grzywiasty
Gerygone chloronota_Krzakówka szarogłowa
Gerygone flavolateralis_Krzakówka wachlarzowata
Gerygone fusca_Krzakówka białosterna
Gerygone igata_Krzakówka popielata
Gerygone levigaster_Krzakówka namorzynowa
Gerygone magnirostris_Krzakówka wielkodzioba
Gerygone mouki_Krzakówka szarolica
Gerygone olivacea_Krzakówka białogardła
Gerygone palpebrosa_Krzakówka wąsata
Gerygone ruficollis_Krzakówka płowobrzucha
Gerygone sulphurea_Krzakówka żółtogardła
Glareola lactea_żwirowiec mały
Glareola maldivarum_żwirowiec orientalny
Glareola nordmanni_żwirowiec stepowy
Glareola pratincola_żwirowiec łąkowy
Glaucidium bolivianum_Sóweczka szara
Glaucidium brasilianum_Sóweczka kreskowana
Glaucidium brodiei_Obrożynka
Glaucidium californicum_Sóweczka kalifornijska
Glaucidium capense_Sóweczka plamobrzucha
Glaucidium castanopterum_Sóweczka jawajska
Glaucidium castanotum_Sóweczka cejlońska
Glaucidium costaricanum_Sóweczka kostarykańska
Glaucidium cuculoides_Sóweczka falista
Glaucidium gnoma_Sóweczka dwuplamista
Glaucidium griseiceps_Sóweczka lilipucia
Glaucidium hardyi_Sóweczka brazylijska
Glaucidium hoskinsii_Sóweczka płowa
Glaucidium jardinii_Sóweczka andyjska
Glaucidium minutissimum_Sóweczka karłowata
Glaucidium nana_Sóweczka magellańska
Glaucidium nubicola_Sóweczka ekwadorska
Glaucidium palmarum_Sóweczka palmowa
Glaucidium parkeri_Sóweczka ciemna
Glaucidium passerinum_Sóweczka (zwyczajna)
Glaucidium perlatum_Sóweczka sawannowa
Glaucidium peruanum_Sóweczka peruwiańska
Glaucidium radiatum_Sóweczka prążkowana
Glaucidium sanchezi_Sóweczka meksykańska
Glaucidium siju_Sóweczka kubańska
Glaucis hirsutus_Pustelnik rdzawogardły
Gliciphila melanops_Słodaczek rdzawogłowy
Glossopsitta concinna_Lora piżmowa
Glossopsitta porphyrocephala_Purple-crowned Lorikeet
Glossopsitta pusilla_Little Lorikeet
Glyphorynchus spirurus_Tęgosterek
Gnorimopsar chopi_Starzykowiec bruzdodzioby
Gorsachius melanolophus_Ślepowron orientalny
Gracula indica_Gwarek malabarski
Gracula ptilogenys_Gwarek cejloński
Gracula religiosa_Gwarek czczony
Gracupica contra_Szpak srokaty
Gracupica nigricollis_Szpak czarnoszyi
Grallaria albigula_Kusaczka białogardła
Grallaria alleni_Kusaczka wąsata
Grallaria andicolus_Kusaczka peruwiańska
Grallaria bangsi_Kusaczka kolumbijska
Grallaria blakei_Kusaczka kasztanowata
Grallaria capitalis_Kusaczka rudopierśna
Grallaria carrikeri_Kusaczka jasnodzioba
Grallaria dignissima_Kusaczka rdzawogardła
Grallaria erythroleuca_Kusaczka dwubarwna
Grallaria erythrotis_Kusaczka rudolica
Grallaria flavotincta_Kusaczka żółtopierśna
Grallaria gigantea_Kusaczka wielka
Grallaria griseonucha_Kusaczka szarokarkowa
Grallaria guatimalensis_Kusaczka północna
Grallaria haplonota_Kusaczka brunatna
Grallaria hypoleuca_Kusaczka białobrzucha
Grallaria kaestneri_Kusaczka stokowa
Grallaria milleri_Kusaczka brązowa
Grallaria nuchalis_Kusaczka szarobrzucha
Grallaria przewalskii_Kusaczka ciemnogłowa
Grallaria quitensis_Kusaczka płowa
Grallaria ridgelyi_Kusaczka białolica
Grallaria ruficapilla_Kusaczka rudogłowa
Grallaria rufocinerea_Kusaczka rdzawo-szara
Grallaria rufula_Kusaczka rdzawa
Grallaria squamigera_Kusaczka pręgowana
Grallaria urraoensis_Kusaczka oliwkowa
Grallaria varia_Kusaczka zmienna
Grallaria watkinsi_Kusaczka zaroślowa
Grallaricula cucullata_Drobik rudogłowy
Grallaricula ferrugineipectus_Drobik rdzawopierśny
Grallaricula flavirostris_Drobik płowy
Grallaricula leymebambae_Drobik białogardły
Grallaricula lineifrons_Drobik maskowy
Grallaricula nana_Drobik szarogłowy
Grallaricula ochraceifrons_Drobik brunatny
Grallaricula peruviana_Drobik peruwiański
Grallina cyanoleuca_Gralina srokata
Grammatoptila striata_Górosójkowiec
Granatellus pelzelni_Granatówka czarnogłowa
Granatellus sallaei_Granatówka szarogardła
Granatellus venustus_Granatówka białosterna
Granatina ianthinogaster_Motylik niebieskobrzuchy
Grantiella picta_Złotolotek
Graydidascalus brachyurus_Szmaragdówka
Grus americana_żuraw krzykliwy
Grus grus_żuraw (zwyczajny)
Grus japonensis_żuraw mandżurski
Grus monacha_żuraw białogłowy
Grus nigricollis_żuraw czarnoszyi
Guaruba guarouba_Złotniczka
Gubernetes yetapa_Tyranol
Guira guira_Guira
Guttera pucherani_Perlica czubata
Gygis alba_Atolówka
Gymnobucco calvus_Łysoń kreskowany
Gymnocichla nudiceps_Gołoczółek
Gymnomystax mexicanus_Wilgokacyk
Gymnomyza brunneirostris_Miodowiec jednobarwny
Gymnomyza samoensis_Atolowiec czarny
Gymnopithys bicolor_Mrówczyk dwubarwny
