Abeillia abeillei_Zielaczek
Junco hyemalis_Junko (zwyczajny)
Junco phaeonotus_Junko górski
Junco vulcani_Junko ciemnosterny
Jynx ruficollis_Krętogłów afrykański
Jynx torquilla_Krętogłów (zwyczajny)
Kaupifalco monogrammicus_Jaszczurkołap
Kenopia striata_Pstrotymalek
Ketupa zeylonensis_Ketupa bosonoga
Klais guimeti_Fioletek
Kleinothraupis atropileus_Zieleńczyk czarnołbisty
Knipolegus aterrimus_Wdowik białopręgi
Knipolegus poecilurus_Wdowik rdzawosterny
Kurochkinegramma hypogrammicum_Nektarzyn
Lacedo pulchella_Łowik (rdzawolicy)
Lafresnaya lafresnayi_Nimfik
Lagonosticta rubricata_Amarantka zmienna
Lagonosticta senegala_Amarantka czerwonodzioba
Lagopus lagopus_Pardwa mszarna
Lagopus leucura_Pardwa białosterna
Lagopus muta_Pardwa górska
Lalage aurea_Gąsienicojad rdzawobrzuchy
Lalage fimbriata_Gąsienicojad sundajski
Lalage leucomela_Gąsienicojad zmienny
Lalage leucopyga_Gąsienicojad białolicy
Lalage maculosa_Gąsienicojad polinezyjski
Lalage melanoptera_Gąsienicojad czarnogardły
Lalage melaschistos_Gąsienicojad czarnoskrzydły
Lalage nigra_Gąsienicojad srokaty
Lalage sueurii_Gąsienicojad białoplamy
Lalage tricolor_Gąsienicojad australijski
Lampornis amethystinus_Malachicik ametystowy
Lampornis clemenciae_Malachicik ciemny
Lampornis sybillae_Malachicik zielony
Lampornis viridipallens_Malachicik zielonogardły
Lampropsar tanagrinus_Tanagrokacyk
Lamprospiza melanoleuca_Czerwonodziób
Lamprotornis australis_Błyszczak krępy
Lamprotornis caudatus_Błyszczak długosterny
Lamprotornis chalybaeus_Błyszczak stalowy
Lamprotornis chloropterus_Błyszczak niebieskouchy
Lamprotornis mevesii_Błyszczak ciemny
Lamprotornis nitens_Błyszczak lśniący
Lamprotornis purpuroptera_Błyszczak purpurowosterny
Lamprotornis splendidus_Błyszczak wspaniały
Lamprotornis superbus_Błyszczak rudobrzuchy
Laniarius aethiopicus_Dzierzyk zaroślowy
Laniarius atrococcineus_Dzierzyk purpurowy
Laniarius atroflavus_Dzierzyk żółtobrzuchy
Laniarius barbarus_Dzierzyk szkarłatny
Laniarius bicolor_Dzierzyk dwubarwny
Laniarius erythrogaster_Dzierzyk czarnogłowy
Laniarius ferrugineus_Dzierzyk rdzawobrzuchy
Laniarius fuelleborni_Dzierzyk czarny
Laniarius funebris_Dzierzyk stalowy
Laniarius holomelas_Dzierzyk okopcony
Laniarius luehderi_Dzierzyk maskowy
Laniarius major_Dzierzyk równikowy
Laniarius mufumbiri_Dzierzyk papirusowy
Laniarius poensis_Dzierzyk jednobarwny
Laniarius ruficeps_Dzierzyk pstrogłowy
Laniarius sublacteus_Dzierzyk aksamitny
Laniisoma elegans_Łuskowik oliwkowy
Lanio aurantius_Lanio czarnogardły
Lanio fulvus_Lanio rdzaworzytny
Lanio leucothorax_Lanio białogardły
Lanio versicolor_Lanio białoskrzydły
Laniocera hypopyrra_Pokutnik perlisty
Laniocera rufescens_Pokutnik plamkowany
Lanius borealis_Srokosz północny
Lanius bucephalus_Dzierzba wschodnia
Lanius cabanisi_Dzierzba sawannowa
Lanius collaris_Dzierzba białobarkowa
Lanius collurio_Gąsiorek
Lanius collurioides_Dzierzba birmańska
Lanius cristatus_Dzierzba brązowa
Lanius excubitor_Srokosz (europejski)
Lanius humeralis_Dzierzba epoletowa
Lanius isabellinus_Dzierzba pustynna
Lanius ludovicianus_Dzierzba siwa
Lanius meridionalis_Dzierzba śródziemnomorska
Lanius minor_Dzierzba czarnoczelna
Lanius nubicus_Dzierzba białoczelna
Lanius phoenicuroides_Dzierzba rdzawosterna
Lanius schach_Dzierzba zmienna
Lanius senator_Dzierzba rudogłowa
Lanius somalicus_Dzierzba białorzytna
Lanius tephronotus_Dzierzba szarogrzbieta
Lanius tigrinus_Dzierzba tygrysia
Lanius vittatus_Dzierzba maskowa
Larosterna inca_Rybitwa wąsata
Larus argentatus_Mewa srebrzysta
Larus belcheri_Mewa pręgosterna
Larus cachinnans_Mewa białogłowa
Larus californicus_Mewa kalifornijska
Larus canus_Mewa siwa
Larus crassirostris_Mewa japońska
Larus delawarensis_Mewa delawarska
Larus dominicanus_Mewa południowa
Larus fuscus_Mewa żółtonoga
Larus glaucescens_Mewa lodowa
Larus glaucoides_Mewa polarna
Larus heermanni_Mewa śniada
Larus hyperboreus_Mewa blada
Larus livens_Mewa meksykańska
Larus marinus_Mewa siodłata
Larus michahellis_Mewa romańska
Larus occidentalis_Mewa zachodnia
Larus schistisagus_Mewa ochocka
Larus smithsonianus_Mewa popielata
Larus vegae_Mewa tundrowa
Larvivora akahige_Słowik rudzikowy
Larvivora brunnea_Słowik himalajski
Larvivora cyane_Słowik modry
Larvivora komadori_Słowik czarnolicy
Larvivora sibilans_Słowik syberyjski
Laterallus albigularis_Derkaczyk białogardły
Laterallus exilis_Derkaczyk amazoński
Laterallus jamaicensis_Derkaczyk śniady
Laterallus leucopyrrhus_Derkaczyk białobrzuchy
Laterallus levraudi_Derkaczyk rdzawoboczny
Laterallus melanophaius_Derkaczyk oliwkowy
Laterallus ruber_Derkaczyk rudy
Laterallus xenopterus_Derkaczyk rdzawolicy
Lathamus discolor_Papużka ostrosterna
Lathrotriccus euleri_Tyranula brązowawa
Lathrotriccus griseipectus_Tyranula szaropierśna
Laticilla cinerascens_Kępkownik popielaty
Legatus leucophaius_Tyranopiracik
Leiopicus mahrattensis_Dzięcioł żółtoczelny
Leiothlypis celata_Lasówka zielonkawa
Leiothlypis crissalis_Lasówka duża
Leiothlypis luciae_Lasówka rdzaworzytna
Leiothlypis peregrina_Lasówka oliwkowa
Leiothlypis ruficapilla_Lasówka rudogłowa
Leiothlypis virginiae_Lasówka wirginijska
Leiothrix argentauris_Pekińczyk srebrnouchy
Leiothrix lutea_Pekińczyk czerwonodzioby
Leistes bellicosus_Wojak żabotowy
Leistes loyca_Wojak długosterny
Leistes militaris_Wojak krawatowy
Leistes superciliaris_Wojak białobrewy
Lepidocolaptes affinis_Drzewiarz perełkowany
Lepidocolaptes albolineatus_Drzewiarz amazoński
Lepidocolaptes angustirostris_Drzewiarz białobrewy
Lepidocolaptes duidae_Drzewiarz ciemny
Lepidocolaptes falcinellus_Drzewiarz atlantycki
Lepidocolaptes fatimalimae_Drzewiarz brązowy
Lepidocolaptes lacrymiger_Drzewiarz górski
Lepidocolaptes layardi_Drzewiarz plamisty
Lepidocolaptes leucogaster_Drzewiarz białogardły
Lepidocolaptes souleyetii_Drzewiarz kreskowany
Lepidocolaptes squamatus_Drzewiarz łuskogłowy
Lepidopyga coeruleogularis_Sapphire-throated Hummingbird
Lepidothrix coronata_Gorzyczek czapeczkowy
Lepidothrix iris_Gorzyczek srebrnogłowy
Lepidothrix isidorei_Gorzyczek modrorzytny
Lepidothrix nattereri_Gorzyczek białorzytny
Lepidothrix serena_Gorzyczek białoczelny
Lepidothrix suavissima_Gorzyczek żółtobrzuchy
Leptasthenura aegithaloides_Cierniogonek blady
Leptasthenura andicola_Cierniogonek ciemny
Leptasthenura fuliginiceps_Cierniogonek brązowy
Leptasthenura pileata_Cierniogonek rudogłowy
Leptasthenura platensis_Cierniogonek czubaty
Leptasthenura setaria_Cierniogonek araukariowy
Leptasthenura striolata_Cierniogonek pstry
Leptasthenura xenothorax_Cierniogonek białobrewy
Leptocoma aspasia_Nektarnik czarny
Leptocoma brasiliana_Nektarnik purpurowogardły
Leptocoma calcostetha_Nektarnik namorzynowy
Leptocoma minima_Nektarnik mały
Leptocoma sperata_Nektarnik zmienny
Leptocoma zeylonica_Nektarnik żółtobrzuchy
Leptodon cayanensis_Leptodon szarogłowy
Leptodon forbesi_Leptodon białogłowy
Leptopoecile sophiae_Sikorczak tybetański
Leptopogon amaurocephalus_Muchotyranik brązowogłowy
Leptopogon rufipectus_Muchotyranik rdzawogardły
Leptopogon superciliaris_Muchotyranik andyjski
Leptopogon taczanowskii_Muchotyranik inkaski
Leptoptilos dubius_Marabut indyjski
Leptosittaca branickii_Złotopiórka
Leptosomus discolor_Kurol
Leptotila cassinii_Gołębik szaropierśny
Leptotila conoveri_Gołębik kolumbijski
Leptotila jamaicensis_Gołębik duży
Leptotila megalura_Gołębik białolicy
Leptotila pallida_Gołębik blady
Leptotila plumbeiceps_Gołębik siwogłowy
Leptotila rufaxilla_Gołębik szaroczelny
Leptotila verreauxi_Gołębik białosterny
Lesbia nuna_Paziak zielonosterny
Lesbia victoriae_Paziak czarnosterny
Leucippus baeri_Tumbes Hummingbird
Leucippus chlorocercus_Olive-spotted Hummingbird
Leucippus fallax_Płowiaczek
Leucochloris albicollis_Bielczyk
Leucogeranus leucogeranus_żuraw biały
Leucophaeus atricilla_Mewa karaibska
Leucophaeus modestus_Mewa szara
Leucophaeus pipixcan_Mewa preriowa
Leucophaeus scoresbii_Mewa magellańska
Leucopternis kuhli_Białostrząb białobrewy
Leucopternis melanops_Białostrząb okularowy
Leucopternis semiplumbeus_Białostrząb panamski
Leucosarcia melanoleuca_Wonga
Leucosticte atrata_Góralka ciemna
Leucosticte australis_Góralka różowa
Leucosticte nemoricola_Góralka brunatna
Leucosticte tephrocotis_Góralka siwogłowa
Lewinia pectoralis_Wodnik kusy
Lewinia striata_Wodnik rdzawogłowy
Lichenostomus melanops_Eukaliptusowczyk żółtoczelny
Lichmera incana_Miodojadek szarouchy
Lichmera indistincta_Miodojadek brązowy
Lichmera limbata_Miodojadek żółtouchy
Lichmera squamata_Miodojadek łuskowany
Limnoctites rectirostris_Szydłodziobek
Limnoctites sulphuriferus_żółtobrodzik
Limnodromus griseus_Szlamiec krótkodzioby
Limnodromus scolopaceus_Szlamiec długodzioby
Limnornis curvirostris_Turzycownik
Limnothlypis swainsonii_Lasówka bura
Limosa fedoa_Szlamnik duży
Limosa haemastica_Szlamnik amerykański
Limosa lapponica_Szlamnik (zwyczajny)
Limosa limosa_Rycyk
Linaria cannabina_Makolągwa (zwyczajna)
Linaria flavirostris_Rzepołuch
Liocichla phoenicea_Krasnoliczek czerwonoskrzydły
Liocichla ripponi_Krasnoliczek szkarłatny
Liocichla steerii_Krasnoliczek złotoskrzydły
Lioparus chrysotis_Złotobrzuszek
Liosceles thoracicus_Przepasek
Lipaugus fuscocinereus_Bławatowiec duży
Lipaugus lanioides_Bławatowiec brazylijski
Lipaugus unirufus_Bławatowiec rdzawy
Lipaugus vociferans_Bławatowiec krzykliwy
Lipaugus weberi_Bławatowiec rudogłowy
Lissotis melanogaster_Dropik czarnobrzuchy
Lochmias nematura_Strumieniak
Locustella alishanensis_Świerszczak tajwański
Locustella amnicola_Sakhalin Grasshopper-Warbler
Locustella castanea_Świerszczak kasztanowaty
Locustella caudata_Świerszczak długosterny
Locustella certhiola_Pallas's Grasshopper-Warbler
Locustella davidi_Świerszczak bajkalski
Locustella fasciolata_Gray's Grasshopper-Warbler
Locustella fluviatilis_Strumieniówka
Locustella kashmirensis_Świerszczak himalajski
Locustella lanceolata_Świerszczak nakrapiany
Locustella luscinioides_Brzęczka
Locustella luteoventris_Świerszczak płowy
Locustella mandelli_Świerszczak zmienny
Locustella montis_Świerszczak jawajski
Locustella naevia_Świerszczak (zwyczajny)
Locustella ochotensis_Middendorff's Grasshopper-Warbler
Locustella pleskei_Pleske's Grasshopper-Warbler
Locustella pryeri_Marsh Grassbird
Locustella tacsanowskia_Świerszczak chiński
Locustella thoracica_Świerszczak łuskogardły
Lonchura atricapilla_Mniszka czarnogłowa
Lonchura malacca_Mniszka kapturowa
Lonchura punctulata_Mniszka muszkatowa
Lonchura striata_Mniszka białorzytna
Lophaetus occipitalis_Orlik długoczuby
Lophoceros alboterminatus_Toko czarnogłowy
Lophoceros camurus_Toko brunatny
Lophoceros fasciatus_Toko żałobny
Lophoceros hemprichii_Toko srokaty
Lophoceros nasutus_Toko nosaty
Lophochroa leadbeateri_Kakadu ognistoczuba
Lophodytes cucullatus_Kapturnik
Lophonetta specularioides_Czubokaczka
Lophophanes cristatus_Czubatka (europejska)
Lophophanes dichrous_Czubatka szaropióra
Lophophorus impejanus_Olśniak himalajski
Lophorina superba_Ozdobnik lirogłowy
Lophostrix cristata_Puchaczyk czubaty
Lophotriccus eulophotes_Łuskoczubek długopióry
Lophotriccus galeatus_Łuskoczubek hełmiasty
Lophotriccus pileatus_Łuskoczubek rdzawopióry
Lophotriccus vitiosus_Łuskoczubek czarnopióry
Lophura leucomelanos_Kiściec nepalski
Loriculus galgulus_Zwisogłówka koroniasta
Loriculus philippensis_Zwisogłówka czerwonoczelna
Loriculus stigmatus_Zwisogłówka diademowa
Loriculus vernalis_Zwisogłówka wiosenna
Lorius chlorocercus_Dama żółtowstęga
Loxia curvirostra_Krzyżodziób świerkowy
Loxia leucoptera_Krzyżodziób modrzewiowy
Loxia pytyopsittacus_Krzyżodziób sosnowy
Loxia sinesciuris_Krzyżodziób wyżynny
Loxioides bailleui_Hawajka papużkowata
Loxops caeruleirostris_Hawajka modrodzioba
Loxops mana_Hawajka brązowawa
Lullula arborea_Lerka
Lurocalis rufiventris_Lelkowiec andyjski
Lurocalis semitorquatus_Lelkowiec krótkosterny
Luscinia luscinia_Słowik szary
Luscinia megarhynchos_Słowik rdzawy
Luscinia phaenicuroides_Pleszka białobrzucha
Luscinia svecica_Podróżniczek
Lybius torquatus_Wąsal obrożny
Lybius vieilloti_Wąsal zbroczony
Lycocorax pyrrhopterus_Grabiec (brązowoskrzydły)
Lymnocryptes minimus_Bekasik
Lyncornis macrotis_Rogatnik duży
Machaerirhynchus flaviventer_Szuflodziobek żółtobrewy
Machaerirhynchus nigripectus_Szuflodziobek tarczowy
Machaeropterus deliciosus_Kusogorzyk miotlasty
Machaeropterus pyrocephalus_Kusogorzyk płomienny
Machaeropterus regulus_Kusogorzyk czerwonogłowy
Machaeropterus striolatus_Kusogorzyk kreskowany
Machetornis rixosa_Krowiarek
Machlolophus aplonotus_Sikora indyjska
Machlolophus holsti_Sikora żółtogardła
Machlolophus nuchalis_Sikora białokarkowa
Machlolophus spilonotus_Sikora żółtolica
Machlolophus xanthogenys_Sikora czarnoczelna
Mackenziaena leachii_Sadzak perlisty
Mackenziaena severa_Sadzak posępny
Macroagelaius imthurni_Epoletowiec złoty
Macroagelaius subalaris_Epoletowiec kasztanowaty
Macronus ptilosus_Tymalka czarnogardła
Macronus striaticeps_Tymalka brązowa
Macronyx capensis_Szponnik rudobrewy
Macronyx croceus_Szponnik żółtogardły
Macropygia amboinensis_Kasztanówka cienkodzioba
Macropygia doreya_Kasztanówka papuaska
Macropygia mackinlayi_Kasztanówka zmienna
Macropygia magna_Kasztanówka wielka
Macropygia phasianella_Kasztanówka bażancia
Macropygia ruficeps_Kasztanówka mała
Macropygia tenuirostris_Kasztanówka filipińska
Macropygia unchall_Kasztanówka prążkowana
Macrosphenus concolor_Krótkosterka oliwkowa
Macrosphenus flavicans_Krótkosterka żółta
Macrosphenus kempi_Krótkosterka rdzawoboczna
Magumma parva_Hawajka mała
Malaconotus blanchoti_Dzierzbik szarogłowy
Malacopteron affine_Sundajek ciemnołbisty
Malacopteron cinereum_Sundajek łuskogłowy
Malacopteron magnirostre_Sundajek wąsaty
Malacopteron magnum_Sundajek rdzawoczelny
Malacoptila fulvogularis_Drzym płowy
Malacoptila mystacalis_Drzym rdzawogardły
Malacoptila panamensis_Drzym białowąsy
Malacoptila semicincta_Drzym półobrożny
Malacoptila striata_Drzym kreskowany
Malacorhynchus membranaceus_Łopatonos
Malcorus pectoralis_Namibijczak
Malia grata_Malia
Malimbus nitens_Wikłacz czerwonogardły
Malurus assimilis_Chwostka pyszna
Malurus cyaneus_Chwostka szafirowa
Malurus cyanocephalus_Chwostka modra
Malurus elegans_Chwostka jasnowąsa
Malurus lamberti_Chwostka rudoskrzydła
Malurus leucopterus_Chwostka białoskrzydła
Malurus melanocephalus_Chwostka czerwonogrzbieta
Malurus splendens_Chwostka wspaniała
Manacus aurantiacus_Manakin pomarańczowy
Manacus candei_Manakin aztecki
Manacus manacus_Manakin brodaty
Manacus vitellinus_Manakin złotawy
Manorina flavigula_Miodożer białorzytny
Manorina melanocephala_Miodożer maskowy
Manorina melanophrys_Miodożer zielony
Mareca americana_Świstun amerykański
Mareca falcata_Czuprynka
Mareca penelope_Świstun (zwyczajny)
Mareca sibilatrix_Świstun chilijski
Mareca strepera_Krakwa
Margarops fuscatus_Łuskopiór żółtodzioby
Margarornis rubiginosus_Perłowiec rdzawy
Margarornis squamiger_Perłowiec ozdobny
Margarornis stellatus_Perłowiec gwiaździsty
Masius chrysopterus_Złotogłowik
Mazaria propinqua_Ogończyk długodzioby
Mecocerculus hellmayri_Andotyranek boliwijski
Mecocerculus leucophrys_Andotyranek białogardły
Mecocerculus minor_Andotyranek żółtawy
Mecocerculus poecilocercus_Andotyranek białosterny
Mecocerculus stictopterus_Andotyranek białopręgi
Megaceryle alcyon_Rybaczek popielaty
Megaceryle lugubris_Rybaczek żałobny
Megaceryle torquata_Rybaczek obrożny
Megalurus palustris_Zwisogonek
Megapodius cumingii_Nogal rdzawolicy
Megapodius eremita_Nogal melanezyjski
Megapodius freycinet_Nogal ciemny
Megapodius reinwardt_Nogal zmienny
Megapomatorhinus erythrocnemis_Black-necklaced Scimitar-Babbler
Megapomatorhinus erythrogenys_Rusty-cheeked Scimitar-Babbler
Megapomatorhinus gravivox_Black-streaked Scimitar-Babbler
Megapomatorhinus hypoleucos_Large Scimitar-Babbler
Megapomatorhinus mcclellandi_Spot-breasted Scimitar-Babbler
Megapomatorhinus swinhoei_Gray-sided Scimitar-Babbler
Megarynchus pitangua_Bentewi wielkodzioby
Megascops albogularis_Syczoń białogardły
Megascops asio_Syczoń krzykliwy
Megascops atricapilla_Syczoń ciemnogłowy
Megascops centralis_Syczoń białoplamy
Megascops choliba_Syczoń tropikalny
Megascops clarkii_Syczoń panamski
Megascops cooperi_Syczoń namorzynowy
Megascops gilesi_Syczoń stokowy
Megascops guatemalae_Syczoń zmienny
Megascops hoyi_Syczoń argentyński
Megascops ingens_Syczoń włochaty
Megascops kennicottii_Syczoń zachodni
Megascops koepckeae_Syczoń andyjski
Megascops marshalli_Syczoń prążkowany
Megascops nudipes_Puerto Rican Screech-Owl
Megascops petersoni_Syczoń jarzębaty
Megascops roboratus_Syczoń peruwiański
Megascops roraimae_Syczoń wyżynny
Megascops sanctaecatarinae_Syczoń długodzioby
Megascops seductus_Syczoń samotny
Megascops trichopsis_Syczoń plamisty
Megascops watsonii_Syczoń amazoński
Megastictus margaritatus_Perliczek
Megaxenops parnaguae_Haczykodziób
Meiglyptes tristis_Łuskodrwal mały
Meiglyptes tukki_Łuskodrwal sundajski
Melaenornis edolioides_Mucharka czarna
Melaenornis fischeri_Mucharka białooka
Melaenornis silens_Mucharka żałobna
Melampitta lugubris_Czarniak mały
Melanerpes aurifrons_Dzięciur złotoczelny
Melanerpes cactorum_Dzięciur białoczelny
Melanerpes candidus_Dzięciur biały
Melanerpes carolinus_Dzięciur czerwonobrzuchy
Melanerpes chrysauchen_Dzięciur żółtokarkowy
Melanerpes chrysogenys_Dzięciur złotolicy
Melanerpes cruentatus_Dzięciur czarnoszyi
Melanerpes erythrocephalus_Dzięciur krasnogłowy
Melanerpes flavifrons_Dzięciur żółtoczelny
Melanerpes formicivorus_Dzięciur żołędziowy
Melanerpes hoffmannii_Dzięciur płomiennogłowy
Melanerpes lewis_Dzięciur różowobrzuchy
Melanerpes portoricensis_Dzięciur czerwonogardły
Melanerpes pucherani_Dzięciur pstry
Melanerpes pygmaeus_Dzięciur jukatański
Melanerpes radiolatus_Dzięciur białolicy
Melanerpes rubricapillus_Dzięciur czerwonołbisty
Melanerpes santacruzi_Dzięciur złotobrzuchy
Melanerpes striatus_Dzięciur płowy
Melanerpes superciliaris_Dzięciur antylski
Melanerpes uropygialis_Dzięciur kaktusowy
Melaniparus afer_Sikora akacjowa
Melaniparus albiventris_Sikora białobrzucha
Melaniparus cinerascens_Sikora szara
Melaniparus funereus_Sikora ciemna
Melaniparus leucomelas_Sikora białoskrzydła
Melaniparus niger_Sikora czarna
Melaniparus thruppi_Sikora sawannowa
Melanitta americana_Markaczka amerykańska
Melanitta nigra_Markaczka (zwyczajna)
Melanitta perspicillata_Uhla pstrodzioba
Melanochlora sultanea_Sikora sułtańska
Melanocorypha bimaculata_Kalandra dwuplamista
Melanocorypha calandra_Kalandra szara
Melanocorypha maxima_Kalandra długodzioba
Melanocorypha yeltoniensis_Kalandra czarna
Melanodera xanthogramma_Magelańczyk żółtowąsy
Melanodryas cucullata_Eukaliptusek srokaty
Melanodryas vittata_Eukaliptusek brunatny
Melanopareia elegans_Obrożnik ozdobny
Melanopareia maranonica_Obrożnik peruwiański
Melanopareia maximiliani_Obrożnik oliwkowy
Melanopareia torquata_Obrożnik rdzawokarkowy
Melanoptila glabrirostris_Przedrzeźniacz czarny
Melanorectes nigrescens_Fletownik czarny
Melanospiza bicolor_Ziębołuszcz ciemnolicy
Melanotis caerulescens_Przedrzeźniacz błękitny
Melanotis hypoleucus_Przedrzeźniacz białobrzuchy
Meleagris gallopavo_Indyk (zwyczajny)
Meleagris ocellata_Indyk pawi
Meliarchus sclateri_Miodzik
Melidectes belfordi_Dziwook modrolicy
Melidora macrorrhina_Łuskogłów
Melilestes megarhynchus_Miodoń
Meliphaga gracilis_Graceful Honeyeater
Meliphaga lewinii_Miodojad ciemny
Meliphaga notata_Miodojad żółtoplamy
Melithreptus affinis_Miodopoik czarnogłowy
Melithreptus albogularis_Miodopoik białogardły
Melithreptus brevirostris_Miodopoik brązowogłowy
Melithreptus chloropsis_Miodopoik białobrewy
Melithreptus gularis_Miodopoik czarnobrody
Melithreptus lunatus_Miodopoik czerwonobrewy
Melithreptus validirostris_Miodopoik wielkodzioby
Mellisuga helenae_Koliberek hawański
Mellisuga minima_Koliberek miodowy
Melocichla mentalis_Młacznik
Melopsittacus undulatus_Papużka falista
Melopyrrha portoricensis_Gilówka rdzawoczelna
Melopyrrha violacea_Gilówka rudobrewa
Melospiza georgiana_Szarobrewka bagienna
Melospiza lincolnii_Szarobrewka płowa
Melospiza melodia_Szarobrewka śpiewna
Melozone aberti_Ziemnołuszcz czarnolicy
Melozone albicollis_Ziemnołuszcz białogardły
Melozone biarcuata_Ziemnołuszcz białolicy
Melozone cabanisi_Ziemnołuszcz kostarykański
Melozone crissalis_Ziemnołuszcz kalifornijski
Melozone fusca_Ziemnołuszcz brunatny
Melozone kieneri_Ziemnołuszcz rdzawoszyi
Melozone leucotis_Ziemnołuszcz białouchy
Menura alberti_Lirogon skromny
Menura novaehollandiae_Lirogon wspaniały
Mergus merganser_Nurogęś
Mergus serrator_Szlachar
Merops albicollis_żołna białogardła
Merops apiaster_żołna (zwyczajna)
Merops bullockoides_żołna białoczelna
Merops bulocki_żołna czerwonogardła
Merops leschenaulti_żołna obrożna
Merops oreobates_żołna rdzawobrzucha
Merops orientalis_żołna wschodnia
Merops ornatus_żołna tęczowa
Merops persicus_żołna modrolica
Merops philippinus_żołna modrosterna
Merops pusillus_żołna mała
Merops superciliosus_żołna zielona
Merops viridis_żołna modrogardła
Merulaxis ater_Kominiarek ciemny
Merulaxis stresemanni_Kominiarek śniady
Mesembrinibis cayennensis_Ibis zielony
Mesitornis variegatus_Madagaskarnik plamisty
Metallura tyrianthina_Metalik krasnosterny
Metallura williami_Metalik zielonawy
Metopidius indicus_Długoszpon białobrewy
Metopothrix aurantiaca_Złotoliczek
Metriopelia melanoptera_żółtook duży
Micrastur buckleyi_Trębacz obrożny
Micrastur gilvicollis_Trębacz popielaty
Micrastur mintoni_Trębacz skryty
Micrastur mirandollei_Trębacz białobrzuchy
Micrastur plumbeus_Trębacz szarogardły
Micrastur ruficollis_Trębacz prążkowany
Micrastur semitorquatus_Trębacz zmienny
Micrathene whitneyi_Kaktusówka
Microbates cinereiventris_Gnomik rdzawouchy
Microbates collaris_Gnomik obrożny
Microcerculus bambla_Fletniczek prążkoskrzydły
Microcerculus marginatus_Fletniczek białogardły
Microcerculus philomela_Fletniczek północny
Microcerculus ustulatus_Fletniczek kasztanowaty
Microeca fascinans_Muchóweczka bura
Microeca flavigaster_Muchóweczka żółtobrzucha
Micromonacha lanceolata_Drzym mały
Micronisus gabar_Jastrzębiak mały
Micropsitta finschii_Karłówka zielona
Micropternus brachyurus_Rdzawodrwal
Micropygia schomburgkii_Derkaczyk kropkowany
Microrhopias quixensis_Cynamonik zmienny
Microspingus cabanisi_Świergoszczyk kasztanowaty
Microspingus cinereus_Świergoszczyk popielaty
Microspingus erythrophrys_Świergoszczyk rudobrewy
Microspingus lateralis_Świergoszczyk rdzaworzytny
Microspingus melanoleucus_Świergoszczyk czarnogłowy
Microspingus torquatus_Świergoszczyk obrożny
Microxenops milleri_Rdzawogończyk
Milvago chimachima_Karakara jasnogłowa
Milvago chimango_Karakara brązowa
Milvus aegyptius_Kania egipska
Milvus migrans_Kania czarna
Milvus milvus_Kania ruda
Mimus dorsalis_Przedrzeźniacz rdzawy
Mimus gilvus_Przedrzeźniacz siwy
Mimus gundlachii_Przedrzeźniacz karaibski
Mimus longicaudatus_Przedrzeźniacz długosterny
Mimus macdonaldi_Przedrzeźniacz hakodzioby
Mimus melanotis_Przedrzeźniacz plamisty
Mimus parvulus_Przedrzeźniacz blady
Mimus patagonicus_Przedrzeźniacz patagoński
Mimus polyglottos_Przedrzeźniacz północny
Mimus saturninus_Przedrzeźniacz białobrewy
Mimus thenca_Przedrzeźniacz chilijski
Mimus triurus_Przedrzeźniacz białoskrzydły
Minla annectens_Rufous-backed Sibia
Mino dumontii_Gwarek złotolicy
Mino kreffti_Gwarek białorzytny
Mionectes macconnelli_Muchotyranik rdzawy
Mionectes oleagineus_Muchotyranik ochrowy
Mionectes olivaceus_Muchotyranik oliwkowy
Mionectes rufiventris_Muchotyranik szarogłowy
Mionectes striaticollis_Muchotyranik cętkowany
Mirafra affinis_Skowroniec indyjski
Mirafra africana_Skowroniec sawannowy
Mirafra apiata_Skowroniec przylądkowy
Mirafra assamica_Skowroniec plamisty
Mirafra cantillans_Skowroniec zaroślowy
Mirafra cheniana_Skowroniec białobrody
Mirafra erythrocephala_Skowroniec indochiński
Mirafra erythroptera_Skowroniec rdzawoskrzydły
Mirafra fasciolata_Skowroniec pustynny
Mirafra javanica_Skowroniec śpiewny
Mirafra passerina_Skowroniec białogardły
Mirafra rufocinnamomea_Skowroniec cynamonowy
Mitrephanes phaeocercus_Czubogłowik ochrowy
Mitrospingus cassinii_Tanagrzyk ciemny
Mitrospingus oleagineus_Tanagrzyk szarolicy
Mitu salvini_Czubacz białosterny
Mitu tomentosum_Czubacz rdzawosterny
Mitu tuberosum_Czubacz brzytwodzioby
Mixornis bornensis_Gromadniczek smugowany
Mixornis flavicollis_Gromadniczek szarouchy
Mixornis gularis_Gromadniczek żółtobrzuchy
Mniotilta varia_Pstroszka
Modulatrix stictigula_Górodrozd okularowy
Mohoua albicilla_Maorysek białogłowy
Mohoua novaeseelandiae_Maorysek rdzawogłowy
Mohoua ochrocephala_Maorysek żółtogłowy
Molothrus aeneus_Starzyk czarny
Molothrus ater_Starzyk brunatnogłowy
Molothrus bonariensis_Starzyk granatowy
Molothrus oryzivorus_Starzyk wielki
Molothrus rufoaxillaris_Starzyk krótkodzioby
Momotus aequatorialis_Piłodziób wyżynny
Momotus coeruliceps_Piłodziób modrogłowy
Momotus lessonii_Piłodziób żółtopierśny
Momotus mexicanus_Piłodziób brązowogłowy
Momotus momota_Piłodziób wspaniały
Momotus subrufescens_Piłodziób rdzawobrzuchy
Monarcha castaneiventris_Monarka kasztanowata
Monarcha frater_Monarka czarnoskrzydła
